name,tier,lines,quests,aliases,removed_content_only,formats,wiki_url,image_url,appears_in
Jorkin,common,13,1,,False,template,https://wynncraft.wiki.gg/wiki/Jorkin,https://wynncraft.wiki.gg/images/Jorkin.png?1a3b57,Temple of the Legends (Quest)
Trunan,common,13,1,,True,quest,https://wynncraft.wiki.gg/wiki/Trunan,https://wynncraft.wiki.gg/images/Trunan.png?c81cf0,Star Thief (1.17)
Clomius,common,13,1,,False,quest,,,The Feathers Fly Part II
Tyko,common,13,2,,False,template,https://wynncraft.wiki.gg/wiki/Tyko,https://wynncraft.wiki.gg/images/Tyko.png?b34ea6,Tempo Town Trouble | Tyko
Alcohol Stand Merchant,common,13,1,,False,quest,,,The Cursed One
Tinemild,common,13,1,,True,quest,,https://wynncraft.wiki.gg/images/Tinemild.png?ca57bd,The Tower of Amnesia (Quest)
Elder Willow,common,12,1,,False,quest,,https://wynncraft.wiki.gg/images/ElderWillow.png?603051,Aldorei's Secret Part II
Agent,common,12,2,,False,template,https://wynncraft.wiki.gg/wiki/Agent,https://wynncraft.wiki.gg/images/Agent.png?449b74,Agent | Star Thief
Mehme,common,12,2,,False,quest,https://wynncraft.wiki.gg/wiki/Mehme,https://wynncraft.wiki.gg/images/Mehme.png?8f7a48,??? | ??? (1.14)
Peli,common,12,1,,False,template,,https://wynncraft.wiki.gg/images/Peli.png?367160,A Marauder's Dues
Avos Shaman,common,12,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Avos_Shaman,https://wynncraft.wiki.gg/images/AvosShaman.png?ec5541,Avos Shaman (NPC) | Citizen | The Envoy Part II
Markus,common,12,1,,False,quest,,,An Unexpected Departure
Banker,common,12,2,The Banker,False,quest,https://wynncraft.wiki.gg/wiki/Banker,https://wynncraft.wiki.gg/images/TheBanker.png?daad6d,Banker | Jungle Fever
The Blacksmith,common,12,1,,False,quest,https://wynncraft.wiki.gg/wiki/The_Blacksmith,https://wynncraft.wiki.gg/images/TheBlacksmith.png?fa0ba2,Bob's Lost Soul
Bucie Citizen,common,12,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/BucieCitizen.png?14de0a,Bucie Citizen (NPC) | Citizen
Nesaak Citizen,common,12,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/NesaakCitizen.png?b76080,Citizen | Nesaak Citizen (NPC)
Legendary Messenger,common,12,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Legendary_Messenger,https://wynncraft.wiki.gg/images/LegendaryMessenger.png?fdbabd,Citizen | Legendary Messenger
Hot Air Balloon Captain,common,12,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Hot_Air_Balloon_Captain,https://wynncraft.wiki.gg/images/HotAirBalloonCaptain.png?67f523,Citizen | Fast Travel | Hot Air Balloon Captain
Relos Citizen,common,12,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/RelosCitizen.png?97aaab,Citizen | Relos Citizen (NPC)
Marock,common,12,1,,False,quest,,,Dwarves and Doguns Part I
C.S.S Wavebreaker Captain,common,12,2,,False,quest,https://wynncraft.wiki.gg/wiki/C.S.S_Wavebreaker_Captain,https://wynncraft.wiki.gg/images/CSSWavebreakerCaptain.png?5b0a25,Fast Travel | The Envoy Part I
Lecade 2,common,12,1,,False,quest,,,General's Orders
Lalorie,common,12,1,,True,quest,,,Hollow Sirene
Hrona,common,12,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Hrona,https://wynncraft.wiki.gg/images/Hrona.png?d3c1a1,Hrona | Royal Trials | Royal Trials (1.20)
Siwel,common,12,1,,False,quest,https://wynncraft.wiki.gg/wiki/Siwel,https://wynncraft.wiki.gg/images/Siwel.png?f299d1,Haven Antiquity
Minigame Expert,common,12,1,,False,quest,https://wynncraft.wiki.gg/wiki/Minigame_Expert,https://wynncraft.wiki.gg/images/RotatingGameExpert.png?5191f5,Minigame Expert
Phoenix Poacher,common,12,1,,False,quest,,,Maex Black Market
Mr. Caritat,common,12,1,,False,quest,https://wynncraft.wiki.gg/wiki/Mr._Caritat,https://wynncraft.wiki.gg/images/Mr.Caritat.png?228b97,Memory Paranoia
Blackjack Dealer,common,12,1,,False,quest,,https://wynncraft.wiki.gg/images/BlackjackDealer.png?e7d518,Murder Mystery
Ostentatious Envoy,common,12,1,,False,template,https://wynncraft.wiki.gg/wiki/Ostentatious_Envoy,https://wynncraft.wiki.gg/images/OstentatiousEnvoy.png?eecdaa,Ostentatious Envoy
Mayor,common,12,2,,False,quest,,,Shadowy Dealings | Taproot
Lacrona,common,12,1,,True,quest,,,Suspended Flowers
Pottur,common,12,1,,True,quest,https://wynncraft.wiki.gg/wiki/Pottur,https://wynncraft.wiki.gg/images/Pottur.png?aab03d,Studying the Corrupt
Jill,common,12,1,,True,quest,https://wynncraft.wiki.gg/wiki/Jill,https://wynncraft.wiki.gg/images/Jill.png?3703ad,The Fortuneteller
Twendle,common,12,1,,False,template,https://wynncraft.wiki.gg/wiki/Twendle,https://wynncraft.wiki.gg/images/Twendle.png?1a30b9,The House of Twain (Quest)
Comor,common,12,1,,True,quest,https://wynncraft.wiki.gg/wiki/Comor,https://wynncraft.wiki.gg/images/Comor.png?83fa24,The Hunger of Gerts Part 1 (1.20)
Lekal,common,12,1,,True,quest,https://wynncraft.wiki.gg/wiki/Lekal,https://wynncraft.wiki.gg/images/Lekal.png?560700,The Angry Village
Tea Stand Merchant,common,12,1,,False,quest,,,The Cursed One
Zoo Keeper,common,12,1,,False,quest,,,The Cursed One
Seasum,common,12,1,,False,quest,https://wynncraft.wiki.gg/wiki/Seasum,https://wynncraft.wiki.gg/images/Seasum.png?28aed7,The Order of the Grook
Yvonne,common,12,1,,False,quest,,,The Strong Survive
Effal,common,12,1,,False,quest,,,The Strong Survive
Butler Hayn,common,12,1,,False,quest,,https://wynncraft.wiki.gg/images/ButlerHayn.png?6c0eaa,Undersupply
Airbase Attendant,common,11,1,,False,quest,https://wynncraft.wiki.gg/wiki/Airbase_Attendant,https://wynncraft.wiki.gg/images/AirbaseAttendant.png?8c9241,Airbase Attendant
Lieutenant Tolv,common,11,1,,False,quest,,,A Journey Home
Xoeinbor,common,11,1,,False,quest,https://wynncraft.wiki.gg/wiki/Xoeinbor,https://wynncraft.wiki.gg/images/Xoeinbor.png?e8c057,All Roads to Peace
Jixy,common,11,1,,False,quest,https://wynncraft.wiki.gg/wiki/Jixy,https://wynncraft.wiki.gg/images/Jixy.png?eee4dd,All Roads to Peace
Grapes,common,11,2,,False,quest,,https://wynncraft.wiki.gg/images/Grapes.png?e6202c,All Roads to Peace | Nunexetor
Clan Member,common,11,2,,False,quest,,,Celebrations in Smoke | First Wicker's Spark
Ibele,common,11,2,,False,quest,https://wynncraft.wiki.gg/wiki/Ibele,https://wynncraft.wiki.gg/images/Ibele.png?9fbe8d,Cowfusion (1.20) | Ibele
Construction Worker,common,11,1,,False,quest,,https://wynncraft.wiki.gg/images/ConstructionWorker.png?cc161f,Echoes of Change
Favian,common,11,2,,False,quest,https://wynncraft.wiki.gg/wiki/Favian,https://wynncraft.wiki.gg/images/Favian.png?2fcbfa,Favian | Tribal Aggression
Flodur,common,11,2,,False,quest,https://wynncraft.wiki.gg/wiki/Flodur,https://wynncraft.wiki.gg/images/Flodur.png?e3a0dc,Flodur | Meaningful Holiday
Wilted Camellia,common,11,2,,False,quest,,,Ensemble of Hope | Overture to Despair
Gendarme Commander,common,11,2,,False,quest,,https://wynncraft.wiki.gg/images/GendarmeCommander.png?5096de,Ensemble of Hope | Queen's Recruit
Espren Child,common,11,1,,False,quest,,https://wynncraft.wiki.gg/images/EsprenChild.png?5479f6,Espren Citizen (NPC)
Fort Hegea Archer,common,11,1,,False,quest,,,First Wicker's Spark
Monte,common,11,2,,False,template,https://wynncraft.wiki.gg/wiki/Monte,https://wynncraft.wiki.gg/images/Monte.png?b8dd9b,Grand Youth | Monte
Isfurus,common,11,1,,False,template,https://wynncraft.wiki.gg/wiki/Isfurus,https://wynncraft.wiki.gg/images/Isfurus.png?b4028c,Grand Youth
Cabac,common,11,1,,True,quest,,,Frost Bitten
Tarek,common,11,1,,False,template,https://wynncraft.wiki.gg/wiki/Tarek,https://wynncraft.wiki.gg/images/Tarek.png?f3430e,Kingdom of Sand
Leacen,common,11,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Leacen,https://wynncraft.wiki.gg/images/Leacen.png?fe37c9,Leacen | Lost Soles
Vesdar,common,11,1,,True,quest,https://wynncraft.wiki.gg/wiki/Vesdar,https://wynncraft.wiki.gg/images/Vesdar.png?bcf0d6,Lazarus Pit (1.19)
Merloni,common,11,2,,False,template,https://wynncraft.wiki.gg/wiki/Merloni,https://wynncraft.wiki.gg/images/Merloni.png?549917,Merloni | Pit of the Dead (Quest)
Damiral,common,11,1,,False,quest,https://wynncraft.wiki.gg/wiki/Damiral,https://wynncraft.wiki.gg/images/Damiral.png?8e275e,Pirate's Trove
Nedlom,common,11,1,,True,quest,https://wynncraft.wiki.gg/wiki/Nedlom,https://wynncraft.wiki.gg/images/Nedlom.png?5d8621,Purple and Blue (1.20)
Aelumia Guard,common,11,1,,False,quest,,,Queen's Recruit
Representative,common,11,1,,False,quest,,,Queen's Recruit
Regular Humyn,common,11,2,,False,template,https://wynncraft.wiki.gg/wiki/Regular_Humyn,https://wynncraft.wiki.gg/images/RegularHumyn.png?a7fd0c,Recipe For Disaster | Regular Humyn
Skyraider Guard,common,11,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Skyraider_Guard,https://wynncraft.wiki.gg/images/SkyraiderGuard.png?6b75f0,Royal Trials | Royal Trials (1.20) | Skyraider Guard
Xao,common,11,2,,False,quest,,,Revelations in Fall | The Cursed One
Adventuring Mage,common,11,1,,True,quest,https://wynncraft.wiki.gg/wiki/Adventuring_Mage,https://wynncraft.wiki.gg/images/AdventuringMage.png?fad99b,Studying the Corrupt
Thesead Miner,common,11,1,,False,quest,,https://wynncraft.wiki.gg/images/TheseadMiner.png?e03dcc,The Canary Calls
Gerten Chief Lobo,common,11,1,,True,quest,https://wynncraft.wiki.gg/wiki/Gerten_Chief_Lobo,https://wynncraft.wiki.gg/images/GertenChiefLobo.png?884acf,The Hunger of Gerts Part 2 (1.20)
Grenot,common,11,1,,True,quest,https://wynncraft.wiki.gg/wiki/Grenot,https://wynncraft.wiki.gg/images/Grenot.png?717080,The Canary Calls (1.20)
Food Stand Merchant,common,11,1,,False,quest,,,The Cursed One
Cousullo,common,11,1,,False,quest,,,The Scarred Springs
Halbe,common,11,1,,False,quest,,,The Strong Survive
Calamaro,common,11,2,,False,quest,https://wynncraft.wiki.gg/wiki/Calamaro,https://wynncraft.wiki.gg/images/Calamaro.png?6d2d41,Underice | Underice (1.14)
Pete,common,11,1,,False,quest,,https://wynncraft.wiki.gg/images/Pete.png?38e162,World Encounters
Shaman Inrekei,common,11,1,Inrekei,False,quest,https://wynncraft.wiki.gg/wiki/Shaman_Inrekei,https://wynncraft.wiki.gg/images/ShamanInrekei.png?71ae88,Troubled Tribesmen
Excavator Lykron,common,11,1,,False,quest,https://wynncraft.wiki.gg/wiki/Excavator_Lykron,https://wynncraft.wiki.gg/images/ExcavatorLykron.png?d91da2,WynnExcavation Site B
Mael Twain,common,10,2,Mael,False,quest,https://wynncraft.wiki.gg/wiki/Mael_Twain,https://wynncraft.wiki.gg/images/Mael.png?79812b,A Grave Mistake | The Twains' Downfall
Peculiar Old Man,common,10,1,,True,quest,https://wynncraft.wiki.gg/wiki/Peculiar_Old_Man,https://wynncraft.wiki.gg/images/Peculiar_old_man.png?8f1561,Acquiring Credentials (1.19)
Fruman Recruit,common,10,1,,False,quest,,,A Journey Home
Teiren,common,10,1,,False,quest,https://wynncraft.wiki.gg/wiki/Teiren,https://wynncraft.wiki.gg/images/Teiren.png?848c28,All Roads to Peace
Jankan,common,10,1,,False,template,https://wynncraft.wiki.gg/wiki/Jankan,https://wynncraft.wiki.gg/images/OldManJankan.png?18ece5,Canyon Condor
Cidre,common,10,2,,False,quest,https://wynncraft.wiki.gg/wiki/Cidre,https://wynncraft.wiki.gg/images/Cidre.png?f1665f,Cidre | The Order of the Grook
Jungle Native,common,10,2,,False,"quest,template",,,Citizen | Jungle Native (NPC)
Iboju Shaman,common,10,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Iboju_Shaman,https://wynncraft.wiki.gg/images/IbojuShaman.png?6dea16,Citizen | Iboju Shaman
Sergeant Klafson,common,10,2,Sergeant,False,"quest,template",https://wynncraft.wiki.gg/wiki/Sergeant_Klafson,https://wynncraft.wiki.gg/images/SergeantKlafson.png?6bb55c,Citizen | Tunnel Trouble
Dejected Identifier,common,10,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Dejected_Identifier,https://wynncraft.wiki.gg/images/DejectedIdentifier.png?98c9dd,Dejected Identifier | Festival Goer
Plario,common,10,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Plario,https://wynncraft.wiki.gg/images/Plario.png?74d927,Dwarves and Doguns Part I | Fast Travel
Calo,common,10,3,,False,quest,https://wynncraft.wiki.gg/wiki/Calo,https://wynncraft.wiki.gg/images/Calo%28Detlas%29.png?839451,Fast Travel | Flight in Distress | Flight in Distress (1.20)
Mafia Prisoner,common,10,1,,False,quest,,https://wynncraft.wiki.gg/images/MafiaPrisoner.png?4742d2,Forbidden Prison (Quest)
Damien,common,10,1,,True,quest,https://wynncraft.wiki.gg/wiki/Damien,https://wynncraft.wiki.gg/images/Damien.png?f04daf,Finding The Light (1.19)
Violent Heather,common,10,2,,False,quest,,,Ensemble of Hope | Overture to Despair
Ghostly Voice,common,10,2,,False,template,,,Graveyard of 100 Years | Ice Barrows
Zenam,common,10,1,,False,quest,https://wynncraft.wiki.gg/wiki/Zenam,https://wynncraft.wiki.gg/images/Zenam.png?2b2f91,Heart of Llevigar
Head Engineer,common,10,1,,False,quest,https://wynncraft.wiki.gg/wiki/Head_Engineer,https://wynncraft.wiki.gg/images/Head_Engineer.png?44aa3b,Heart of Llevigar
Pastor Nitram,common,10,1,Nitram,True,quest,https://wynncraft.wiki.gg/wiki/Pastor_Nitram,https://wynncraft.wiki.gg/images/PastorNitram.png?389345,Hollow Sirene
Cinfras,common,10,1,,False,quest,https://wynncraft.wiki.gg/wiki/Cinfras,https://wynncraft.wiki.gg/images/Cinfras%28NPC%29.png?776671,Haven Antiquity
Kantor,common,10,2,,False,quest,https://wynncraft.wiki.gg/wiki/Kantor,https://wynncraft.wiki.gg/images/Kantor.png?a06243,Kantor | One Thousand Meters Under
King of Troms,common,10,2,,False,quest,https://wynncraft.wiki.gg/wiki/King_of_Troms,https://wynncraft.wiki.gg/images/KingofTroms.png?c3f160,King of Troms | WynnExcavation Site D
Prince of Troms,common,10,2,King's Son,False,"quest,template",https://wynncraft.wiki.gg/wiki/Prince_of_Troms,https://wynncraft.wiki.gg/images/PrinceofTroms.png?2d85fb,Lost Royalty | Prince of Troms
Nami The Healer,common,10,2,,False,quest,https://wynncraft.wiki.gg/wiki/Nami_The_Healer,https://wynncraft.wiki.gg/images/NamiTheHealer.png?844e41,Lava Springs | Nami The Healer
Snail Race Supervisor,common,10,1,,False,template,,https://wynncraft.wiki.gg/images/SnailRaceSupervisor.png?cbb420,Recipe For Disaster
Karkun,common,10,1,,False,quest,https://wynncraft.wiki.gg/wiki/Karkun,https://wynncraft.wiki.gg/images/Karkun.png?55cea9,Redbeard's Booty
Rinire,common,10,1,,True,quest,https://wynncraft.wiki.gg/wiki/Rinire,https://wynncraft.wiki.gg/images/Rinire.png?564722,Rise of the Quartron (1.19)
Elder Berusia,common,10,2,,False,quest,https://wynncraft.wiki.gg/wiki/Elder_Berusia,https://wynncraft.wiki.gg/images/ElderBerusia.png?a79f54,Shattered Minds | Shattered Minds (1.19)
Jamie,common,10,1,,False,quest,,https://wynncraft.wiki.gg/images/Jamie.png?c8d09b,Shrouded in Mist
Siegfried Fan,common,10,1,,False,quest,,,The Hero of Gavel
Corrupted Scout (Lv. 3),common,10,2,Scout,False,template,https://wynncraft.wiki.gg/wiki/Corrupted_Scout_%28Lv._3%29,https://wynncraft.wiki.gg/images/CorruptedScout%28Lv3%29.png?34f877,Tempo Town Trouble | The Dark Descent
Grant,common,10,1,,False,quest,,,The Feathers Fly Part II
Yuge,common,10,2,,False,quest,https://wynncraft.wiki.gg/wiki/Yuge,https://wynncraft.wiki.gg/images/Yuge.png?e56b4c,The Lost | The Lost (1.20)
Ghost Guide,common,10,1,,False,quest,,,The Order of the Grook
Priscilla,common,10,1,,False,quest,,,The Strong Survive
Recruiter Strumon,common,10,1,,False,quest,,,The Strong Survive
Caras,common,10,1,,False,quest,https://wynncraft.wiki.gg/wiki/Caras,https://wynncraft.wiki.gg/images/Caras.png?a6017e,Tribal Aggression
Ka L'argwit,common,10,1,,False,quest,https://wynncraft.wiki.gg/wiki/Ka_L%27argwit,https://wynncraft.wiki.gg/images/KaL%27argwit.png?98a33a,Troubled Tribesmen
Soway,common,9,1,,True,quest,https://wynncraft.wiki.gg/wiki/Soway,https://wynncraft.wiki.gg/images/Soway.png?f44e1b,Aldorei's Secret Part II (1.20)
Employee,common,9,1,,False,quest,,,A Hunter's Calling
Espren Border Guard,common,9,1,,False,quest,,https://wynncraft.wiki.gg/images/EsprenBorderGuard.png?53ca28,A New Beginning
Espren Guard Captain,common,9,1,,False,quest,,,A New Beginning
Ureietun,common,9,1,,False,quest,,https://wynncraft.wiki.gg/images/Ureietun.png?e5b735,All Roads to Peace
Lomoster,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Lomoster,https://wynncraft.wiki.gg/images/Lomoster.png?b7f462,All Roads to Peace
Mango,common,9,2,,False,quest,,https://wynncraft.wiki.gg/images/Mango.png?551f7b,All Roads to Peace | Nunexetor
Miliyus,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Miliyus,https://wynncraft.wiki.gg/images/Miliyus.png?c45268,All Roads to Peace
Etemitoro,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Etemitoro,https://wynncraft.wiki.gg/images/Etemitoro.png?ea5951,All Roads to Peace
Blacksmith Dwarf,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Blacksmith_Dwarf,https://wynncraft.wiki.gg/images/BlacksmithDwarf.png?79107a,Blacksmith Dwarf
Eagle Tribesman,common,9,3,,False,"quest,template",,,Citizen | Eagle Tribesman (NPC) | Totem Pole
Rodoroc Citizen,common,9,2,,False,quest,,https://wynncraft.wiki.gg/images/RodorocCitizen.png?b053b0,Citizen | Dwarves and Doguns Part IV
Charlie,common,9,1,,True,quest,https://wynncraft.wiki.gg/wiki/Charlie,https://wynncraft.wiki.gg/images/Charlie.png?4a6da5,Finding The Light (1.19)
Salesman,common,9,2,,False,template,https://wynncraft.wiki.gg/wiki/Salesman,https://wynncraft.wiki.gg/images/Salesman.png?601a49,Grand Youth | Salesman
Hallfred,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Hallfred,https://wynncraft.wiki.gg/images/Hallfred.png?45fe25,Ice Nations
Jaybip,common,9,1,,True,quest,https://wynncraft.wiki.gg/wiki/Jaybip,https://wynncraft.wiki.gg/images/Jaybip%28Mission%29.png?a2bda4,Jaybip
The Mayor,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/The_Mayor,,Lexdale Witch Trials
Poclo Wabblebuff of Gelibord,common,9,1,,False,template,,https://wynncraft.wiki.gg/images/PocloWabblebuffofGelibord.png?35268d,Lazarus Pit (Quest)
Mayor Eoric,common,9,2,Eoric,False,quest,https://wynncraft.wiki.gg/wiki/Mayor_Eoric,https://wynncraft.wiki.gg/images/Mayor_Eoric.png?ad23e4,Mayor Eoric | The Hidden City
Mister Caritat,common,9,1,,False,quest,,,Memory Paranoia
Rynend,common,9,2,,False,template,https://wynncraft.wiki.gg/wiki/Rynend,https://wynncraft.wiki.gg/images/Rynend.png?8a37df,Maltic's Well | Rynend
Nybun,common,9,1,,True,quest,https://wynncraft.wiki.gg/wiki/Nybun,,Nybun
Mylo,common,9,2,,False,quest,https://wynncraft.wiki.gg/wiki/Mylo,https://wynncraft.wiki.gg/images/Mylo.png?d8fc53,Mylo | The Mercenary (2.0.4)
Xanthos,common,9,1,,False,quest,,,Remains of the Cursed
General Algard,common,9,1,,False,quest,,,The Doguns' Defeat
Thesead's Mayor,common,9,2,,False,quest,https://wynncraft.wiki.gg/wiki/Thesead%27s_Mayor,https://wynncraft.wiki.gg/images/Thesead%27s_Mayor.png?1a0faa,The Hidden City | Thesead's Mayor
Fetu,common,9,1,,False,quest,,https://wynncraft.wiki.gg/images/Fetu.png?7d453f,The Lost
Constable,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Constable,,The Missing Piece
Uniform Tailor,common,9,1,,False,quest,,,The Strong Survive
Matilda,common,9,1,,False,quest,,,The Strong Survive
Wilton,common,9,1,,False,quest,,,The Strong Survive
Saldin,common,9,1,,False,quest,,,The Strong Survive
Royal Advisor Carlos,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Royal_Advisor_Carlos,https://wynncraft.wiki.gg/images/RoyalAdvisorCarlos.png?6ef5fd,WynnExcavation Site D
Traitor Thomas,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Traitor_Thomas,https://wynncraft.wiki.gg/images/TraitorThomas.png?c5be18,WynnExcavation Site D
Phief,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Phief,https://wynncraft.wiki.gg/images/Phief.png?f26a5e,Zhight Island (Quest)
Tirt,common,9,1,,False,quest,https://wynncraft.wiki.gg/wiki/Tirt,https://wynncraft.wiki.gg/images/Tirt.png?2bc49e,Zhight Island (Quest)
Waiter,common,8,2,,False,quest,,,Acquiring Credentials | Overture to Despair
Amadel,common,8,2,,False,quest,https://wynncraft.wiki.gg/wiki/Amadel,https://wynncraft.wiki.gg/images/WynnExcavationLeaderAmadel%28NPC%29.png?3e0c0a,A Hunter's Calling | WynnExcavation Site D
Agitated Citizen,common,8,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Agitated_Citizen,https://wynncraft.wiki.gg/images/AgitatedCitizen.png?4e87f1,Agitated Citizen | Citizen
Elio,common,8,1,,True,quest,https://wynncraft.wiki.gg/wiki/Elio,https://wynncraft.wiki.gg/images/Elio.png?970793,An Iron Heart Part II (1.19)
Creinu,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Creinu,https://wynncraft.wiki.gg/images/Creinu.png?6916e7,All Roads to Peace
Peaches,common,8,2,,False,quest,,https://wynncraft.wiki.gg/images/Peaches.png?713af4,All Roads to Peace | Nunexetor
Ario,common,8,1,,True,quest,https://wynncraft.wiki.gg/wiki/Ario,,Ario
Alekin Guard,common,8,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/AlekinGuard.png?b8f616,Alekin Guard (NPC) | Citizen
Avos Citizen,common,8,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/AvosCitizen.png?f30032,Avos Citizen (NPC) | Citizen
Popo,common,8,3,,False,quest,https://wynncraft.wiki.gg/wiki/Popo,,Bugabo | Rise of the Quartron | Rise of the Quartron (1.19)
Markque The Wizard,common,8,1,,False,quest,,,Bob's Lost Soul
Bored Farmer,common,8,2,,False,quest,https://wynncraft.wiki.gg/wiki/Bored_Farmer,https://wynncraft.wiki.gg/images/BoredFarmer.png?720c46,Bored Farmer | Cook Assistant (2.1.1)
Brank,common,8,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Brank,https://wynncraft.wiki.gg/images/Brank.png?8f535d,Brank | Citizen
Barkeep,common,8,1,,False,quest,,,Brothers Return
Alfe,common,8,1,,False,quest,,,Brothers Return
Angry Townsperson,common,8,2,,False,"quest,template",,,Citizen | Corrupted Townsperson
Corrupted Townsperson,common,8,2,Townsperson,False,"quest,template",https://wynncraft.wiki.gg/wiki/Corrupted_Townsperson,,Citizen | Corrupted Townsperson
Relos Mechanic,common,8,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/RelosMechanic.png?75a9a5,Citizen | Relos Mechanic (NPC)
Llevigar Professor,common,8,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/LlevigarProfessor.png?d54651,Citizen | Llevigar Professor (NPC)
Private Walder,common,8,2,,False,quest,,https://wynncraft.wiki.gg/images/PrivateWalder.png?c5bc01,Citizen | The Breaking Point
Nettik,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Nettik,https://wynncraft.wiki.gg/images/Nettik.png?ccc510,Desperate Metal
Barden,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Barden,https://wynncraft.wiki.gg/images/Barden.png?4553e4,Dwarves and Doguns Part I
Office Manager,common,8,2,,False,quest,https://wynncraft.wiki.gg/wiki/Office_Manager,https://wynncraft.wiki.gg/images/OfficeManager.png?3fec26,Fallen Delivery | Fallen Delivery (1.20)
Excited Fan,common,8,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Excited_Fan,https://wynncraft.wiki.gg/images/ExcitedFan.png?ad86b9,Excited Fan | The Hero of Gavel
Clan Members,common,8,1,,False,quest,,,First Wicker's Spark
Keibon,common,8,1,,True,quest,,https://wynncraft.wiki.gg/images/Keibon.png?d7595c,Frost Bitten
Gerten Chief Snaga,common,8,2,,False,quest,https://wynncraft.wiki.gg/wiki/Gerten_Chief_Snaga,https://wynncraft.wiki.gg/images/GertenChiefSnaga.png?4b1004,Hunger of the Gerts Part I | The Hunger of Gerts Part 1 (1.20)
Gert,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Gert,https://wynncraft.wiki.gg/images/Gert.png?cb171b,Hunger of the Gerts Part I
Amira,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Amira,https://wynncraft.wiki.gg/images/Amira.png?41521a,Lexdale Witch Trials
Sesad,common,8,1,,True,quest,https://wynncraft.wiki.gg/wiki/Sesad,https://wynncraft.wiki.gg/images/Sesad.png?7a6dde,Lazarus Pit (1.19)
Old Book,common,8,1,,False,template,,https://wynncraft.wiki.gg/images/OldBook.png?da3e39,Lazarus Pit (Quest)
Rotating Game Expert,common,8,1,,False,quest,,https://wynncraft.wiki.gg/images/RotatingGameExpert.png?5191f5,Minigame Expert
Aryn,common,8,1,,False,template,https://wynncraft.wiki.gg/wiki/Aryn,https://wynncraft.wiki.gg/images/Aryn.png?1abba1,Lost in the Jungle
Baker,common,8,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/Baker.png?891f83,Memory Paranoia | Recipe For Disaster
Caritat Senior,common,8,1,,False,quest,,,Memory Paranoia
Rontaid,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Rontaid,https://wynncraft.wiki.gg/images/Rontaid.png?c04293,One Thousand Meters Under
Otium,common,8,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Otium,https://wynncraft.wiki.gg/images/Otium.png?4479f8,Non-Quest NPCs | Otium
Prentiss,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Prentiss,https://wynncraft.wiki.gg/images/Prentiss.png?992ae6,Out of my Mind
Todd,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Todd,https://wynncraft.wiki.gg/images/Todd.png?261f59,Out of my Mind
Martim,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Martim,https://wynncraft.wiki.gg/images/Martim.png?1cda03,Redbeard's Booty
Bob,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Bob,https://wynncraft.wiki.gg/images/Bob.png?230166,Reincarnation
Red Fox Owner,common,8,1,,False,quest,,,Revelations in Fall
Grandmaster Shaman,common,8,1,,False,quest,https://wynncraft.wiki.gg/wiki/Grandmaster_Shaman,https://wynncraft.wiki.gg/images/GrandmasterShaman.png?bf8b81,The Envoy Part II
